player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Daniel Gafford,WAS,24.1,Big,1598,88,34,48,74,33,55,58,33,92,65,87,35,98,39,47,25,54,89,74,72,52,86,10,24,14,46,26,34,62,44,32,62,13,9,4,27,4,71,77,81,66,63,43,59,14,47,27,6,57,3,4,30,3,25,56,19,84,68,14,56,61,48,70,72,93,82,58,70,69,18,69,89,85,12,65,42,50,13,70,5,37,9,91,36,92,96,96,87,52,87,0,0,0,81,72,42,62,0,0,0,96,0,74,67,40,0
Darius Garland,CLE,22.8,Point,2447,11,59,72,24,9,0,30,77,65,85,30,76,72,72,46,54,77,78,93,7,33,72,64,72,68,58,37,84,70,61,6,36,5,60,49,37,43,35,84,76,84,22,33,18,52,44,49,57,62,63,81,68,83,44,53,49,86,26,13,53,22,86,64,84,91,92,86,92,94,11,14,91,51,54,88,87,23,29,31,38,63,30,25,17,36,67,35,74,35,63,67,91,86,43,70,72,78,33,41,35,41,86,54,22,48,74
Usman Garuba,HOU,20.6,Big,901,49,94,16,82,65,69,51,17,26,36,70,8,20,60,87,14,38,10,6,8,67,78,88,98,83,5,35,95,1,17,52,29,79,100,48,86,70,68,78,80,45,62,26,46,33,71,60,63,19,91,85,85,90,49,64,81,9,66,24,57,52,60,19,10,85,34,3,36,7,16,75,83,85,67,38,46,27,18,25,4,10,4,78,6,69,25,17,1,0,1,75,91,94,56,32,0,22,82,54,64,13,88,67,84,1,18
Luka Garza,MIN,23.8,Big,202,1,13,4,97,3,0,33,81,82,67,55,92,88,55,20,77,13,28,54,43,38,48,9,13,77,8,39,27,4,44,7,10,23,22,5,79,13,79,30,48,33,53,93,81,3,70,30,20,70,15,15,83,14,36,62,34,45,44,5,29,31,45,39,70,83,79,80,14,32,61,24,41,25,84,54,70,50,2,61,54,48,51,46,3,59,78,85,46,65,51,0,95,91,37,59,49,48,41,82,70,70,92,72,90,69,18
Rudy Gay,UTA,36.2,Forward,812,76,28,45,56,80,0,66,83,40,43,13,63,5,56,40,45,20,5,17,0,64,17,81,86,66,16,96,89,13,6,11,6,49,40,62,96,90,97,38,79,68,9,63,16,56,71,72,89,20,94,95,6,96,69,68,88,11,54,94,67,65,58,24,38,21,32,9,46,19,72,60,28,46,35,40,35,7,86,10,17,76,15,12,65,19,2,28,56,72,61,10,2,3,14,78,89,85,52,51,51,12,5,68,29,79,0
Paul George,LAC,32.5,Wing,1937,48,88,44,53,93,0,85,79,64,98,24,98,71,96,76,29,62,69,60,84,6,39,51,80,16,21,19,46,18,68,88,54,96,56,42,33,32,53,93,94,16,61,35,50,96,63,87,31,64,21,77,16,88,20,85,8,75,9,15,21,24,45,73,80,87,89,28,43,35,11,20,82,46,78,85,90,68,33,65,31,61,25,73,51,76,51,78,72,70,69,87,57,58,43,46,94,83,12,58,35,50,59,96,96,83,97
Taj Gibson,WAS,37.4,Big,444,39,80,1,45,27,70,2,40,52,50,44,49,41,61,59,24,7,50,28,93,50,14,1,2,0,99,3,0,100,93,63,95,4,67,1,7,0,99,2,17,49,7,97,47,74,39,54,11,74,7,26,55,14,13,97,16,78,53,73,33,68,11,88,70,38,60,46,2,4,24,33,70,50,78,67,75,7,37,10,5,99,3,29,50,40,40,53,36,65,53,0,0,35,44,59,95,82,67,44,47,35,35,52,32,66,18
Josh Giddey,OKC,20.1,Forward,2368,38,32,85,86,96,95,84,32,36,33,93,90,29,100,93,17,61,83,58,98,62,17,26,17,47,59,42,21,50,60,26,54,15,25,8,14,5,48,58,52,40,57,27,42,32,83,70,63,68,67,41,23,47,74,71,70,74,70,43,79,58,80,68,86,62,86,10,62,38,12,56,63,64,94,56,78,38,23,48,38,50,53,41,43,41,34,32,68,40,66,56,22,28,79,98,36,87,1,28,8,38,29,93,94,90,70
Shai Gilgeous-Alexander,OKC,24.3,Point,2402,98,83,54,67,57,0,80,94,100,93,26,91,93,33,2,89,36,11,6,75,29,46,87,77,92,6,56,92,20,33,32,12,67,73,17,65,24,78,87,90,17,3,92,23,80,94,96,35,33,50,32,2,35,49,77,65,30,14,12,8,10,19,9,12,8,6,55,22,28,33,45,56,50,94,40,70,6,10,6,34,7,37,4,20,4,63,70,63,67,70,8,60,49,91,85,76,87,7,7,4,67,47,98,61,74,98
Anthony Gill,WAS,30.0,Big,568,26,6,25,33,7,0,5,54,90,37,72,12,39,36,57,91,27,28,51,13,56,26,38,15,21,36,98,21,79,44,47,80,18,34,46,26,37,79,7,18,48,85,8,58,90,22,46,54,23,66,11,11,24,85,52,90,32,30,40,35,46,32,72,9,86,25,95,26,60,30,41,88,67,46,58,54,43,42,59,51,12,74,39,88,44,32,92,42,65,43,0,0,0,53,73,31,56,79,44,50,84,0,67,32,87,18
Rudy Gobert,MIN,30.3,Big,2148,72,59,73,80,93,68,82,22,98,94,60,44,88,22,21,25,97,98,93,96,86,36,77,77,53,24,86,87,40,75,20,53,8,53,41,50,35,67,90,90,70,63,1,9,5,97,82,70,78,79,46,77,41,76,54,84,63,89,94,100,92,100,54,76,66,78,88,84,92,69,16,53,24,42,66,61,94,83,97,93,95,94,90,69,92,90,67,19,11,12,0,0,0,98,20,14,13,0,14,8,87,0,49,27,59,0
Jordan Goodwin,WAS,24.0,Combo,1042,97,90,31,97,96,91,93,30,57,66,69,44,26,67,75,48,80,91,89,66,50,29,42,13,39,78,85,25,92,61,55,72,32,39,19,4,5,76,9,23,62,16,51,23,73,58,71,20,45,22,6,31,6,51,39,55,86,17,38,56,42,70,65,56,99,86,57,79,80,68,12,51,20,89,47,68,81,60,75,66,59,62,85,55,78,36,84,58,19,39,90,8,19,61,90,74,89,35,22,18,58,17,89,78,93,27
Aaron Gordon,DEN,27.1,Forward,2052,87,48,83,99,62,78,88,1,94,89,34,82,88,74,64,59,19,40,56,6,76,50,11,2,15,97,81,21,96,54,50,98,1,2,11,60,17,17,5,4,91,6,79,20,79,15,26,2,11,1,1,1,3,5,31,5,59,83,2,11,75,2,66,19,49,29,37,96,86,59,92,53,88,6,26,10,30,1,56,90,82,96,6,0,2,95,87,34,20,23,5,87,51,99,44,60,43,13,12,7,91,52,73,44,63,94
Eric Gordon,LAC,33.9,Wing,541,66,30,77,3,5,0,19,75,52,61,83,39,90,63,74,71,97,68,77,57,12,77,99,97,93,42,51,97,55,34,80,34,91,54,75,71,77,41,94,91,100,2,78,9,8,5,3,55,54,64,25,32,40,78,61,79,71,4,42,54,28,79,78,28,35,28,97,68,91,31,28,80,52,76,59,68,40,56,43,2,23,5,81,20,85,84,16,83,0,87,0,94,91,38,49,8,27,17,95,82,57,91,29,29,43,48
Eric Gordon,HOU,33.9,Wing,1414,62,16,100,5,4,0,46,53,65,80,55,60,60,73,71,23,77,80,72,63,47,90,61,53,35,72,71,47,73,47,40,30,58,11,53,68,65,48,81,76,56,30,80,57,14,62,39,60,53,55,41,10,33,65,58,64,83,34,19,29,31,44,43,63,62,65,87,83,92,24,64,83,76,53,45,45,79,30,81,42,57,39,88,30,85,49,57,66,14,59,98,40,44,53,74,17,50,4,83,54,59,43,90,93,90,85
Devonte' Graham,NOP,27.7,Combo,792,69,56,83,22,27,0,0,19,72,33,18,25,47,56,79,85,74,80,85,91,10,54,55,44,10,88,61,55,86,95,91,90,70,36,72,44,66,34,33,27,81,6,55,10,50,70,68,9,91,4,50,72,16,4,91,5,96,17,71,6,24,14,82,74,61,75,85,68,83,23,83,60,80,73,31,42,43,94,30,59,54,48,41,96,35,45,0,94,89,96,43,51,42,4,4,18,2,42,100,97,24,44,11,34,33,44
Devonte' Graham,SAS,27.7,Combo,525,57,28,87,9,38,93,38,21,82,97,18,66,56,71,70,73,66,70,98,21,13,3,60,73,42,16,65,63,24,33,88,61,92,75,52,87,73,87,32,54,57,77,34,64,53,23,27,18,30,17,30,47,33,24,45,24,66,9,91,41,24,83,92,89,83,91,44,98,94,17,79,47,70,17,79,62,93,98,90,41,71,31,97,99,96,44,26,93,13,25,97,43,48,6,7,71,20,39,97,96,12,49,40,100,58,67
Jerami Grant,POR,28.6,Forward,2245,84,31,80,22,13,65,49,62,89,90,48,87,79,63,28,52,42,69,77,86,12,51,22,10,84,49,31,8,46,79,53,46,59,27,72,23,53,9,14,7,22,90,73,91,17,36,19,81,58,82,90,6,92,59,51,55,88,6,67,9,18,24,78,85,59,84,57,39,47,76,36,42,33,68,33,40,58,89,48,78,89,63,50,85,48,61,43,45,60,46,50,88,82,68,53,87,73,44,39,33,37,82,62,43,78,51
AJ Green,MIL,23.1,Combo,284,0,0,17,8,64,100,69,0,0,1,0,15,92,1,3,97,31,10,48,3,34,20,81,91,15,75,15,79,70,53,88,88,76,98,20,73,37,76,40,53,81,43,5,13,94,31,61,72,36,73,97,18,93,29,50,26,6,32,7,50,9,97,87,55,52,51,59,20,33,43,10,100,89,70,10,16,81,40,70,77,73,67,74,31,68,98,8,0,28,10,64,94,95,0,0,35,0,94,99,100,1,95,0,0,42,16
Draymond Green,GSW,32.7,Big,2298,35,78,68,5,49,63,80,43,25,47,62,56,42,98,100,4,72,73,65,88,57,13,65,75,12,51,45,68,55,14,62,44,75,46,60,72,68,70,64,70,71,22,47,25,20,74,57,16,18,14,40,12,40,13,21,11,70,57,79,54,61,46,93,68,49,63,35,60,54,30,75,91,90,40,25,26,55,71,46,46,65,56,58,82,40,50,45,82,37,82,35,24,30,42,79,45,71,65,60,57,58,30,10,10,19,18
JaMychal Green,GSW,32.4,Big,784,42,71,33,60,32,97,73,72,54,11,44,59,82,54,48,23,65,43,33,24,64,60,82,81,8,83,94,68,94,38,71,80,51,87,87,89,92,23,42,29,70,68,35,58,93,6,22,59,36,70,28,23,45,66,43,70,34,53,66,78,80,47,51,21,64,34,43,49,45,27,55,64,63,24,73,60,34,60,31,40,48,38,38,64,34,80,61,93,59,90,59,87,79,45,15,52,16,85,68,78,88,80,42,74,28,18
Jalen Green,HOU,20.7,Combo,2600,30,12,96,28,51,0,26,37,92,78,35,91,42,42,10,52,46,57,71,83,14,57,37,21,23,78,99,39,73,42,46,65,23,25,24,46,24,26,18,14,95,8,4,2,67,67,73,26,23,24,43,62,39,18,11,15,89,18,4,3,7,10,39,79,87,89,78,66,79,5,71,92,88,97,28,65,21,8,42,17,21,36,34,15,51,25,20,29,43,29,24,46,31,76,35,79,49,11,49,30,30,31,80,58,57,94
Javonte Green,CHI,29.3,Forward,465,99,97,18,89,44,0,44,10,96,44,37,17,98,19,36,13,83,77,96,93,1,33,74,62,34,62,79,55,62,73,53,73,27,87,32,26,25,28,36,26,92,19,3,5,71,60,71,80,82,76,92,48,83,51,75,52,85,1,23,18,2,95,79,97,84,97,49,88,82,10,20,47,23,79,93,96,97,62,96,95,22,97,75,53,78,96,88,59,2,51,9,96,46,98,33,3,18,51,14,27,97,46,55,45,18,0
Jeff Green,DEN,36.2,Big,1055,16,22,75,8,5,75,5,58,73,21,38,55,35,59,53,78,28,34,41,32,85,7,33,45,1,80,92,23,95,24,93,80,89,79,49,13,27,71,17,28,57,28,64,41,27,66,51,14,15,12,68,33,79,7,9,5,24,82,52,83,86,52,25,83,28,67,57,46,51,33,85,62,83,25,39,31,64,31,74,82,69,95,34,40,35,30,45,58,58,59,84,1,21,42,64,64,65,71,56,58,45,19,21,2,60,93
Josh Green,DAL,22.0,Wing,1512,5,50,14,82,32,0,24,14,71,60,61,24,93,41,59,6,84,92,82,78,37,62,45,32,56,76,16,36,69,84,55,50,55,11,43,33,37,46,63,56,52,54,23,37,42,67,60,36,89,30,44,51,26,35,90,38,94,40,30,43,50,39,69,89,54,85,32,67,57,43,15,23,10,91,81,91,40,38,41,34,12,40,48,56,46,95,85,90,46,91,45,99,77,85,53,17,29,89,6,37,96,78,35,20,60,0
AJ Griffin,ATL,19.2,Wing,1369,36,51,70,55,15,73,55,86,14,16,17,44,51,15,7,90,68,98,99,48,96,4,4,6,44,5,89,29,22,90,13,60,4,96,2,25,2,28,4,4,82,13,88,39,3,63,24,9,87,4,16,78,29,20,60,8,81,94,66,90,80,88,52,0,98,9,99,100,100,29,35,81,56,97,30,67,100,81,100,75,37,38,100,98,100,66,68,88,53,85,53,66,63,14,96,64,90,55,57,52,58,64,54,75,41,70
Blake Griffin,BOS,33.6,Big,526,19,61,23,50,63,0,24,27,31,42,75,24,54,84,95,71,29,49,91,63,1,21,17,5,1,98,75,4,99,78,92,99,32,7,40,20,26,13,20,12,75,69,4,28,22,68,50,26,44,21,52,18,49,19,77,18,91,0,1,3,1,71,89,90,84,93,68,75,78,1,51,96,83,80,83,88,14,5,20,39,31,72,16,27,12,61,65,38,0,39,48,53,53,38,13,0,7,88,83,87,85,51,12,15,37,18
Quentin Grimes,NYK,22.5,Wing,2088,65,22,31,43,29,54,11,45,43,21,68,21,83,44,63,65,45,25,8,99,11,60,72,60,75,93,17,37,96,99,90,100,7,60,0,91,1,59,96,97,98,4,3,1,77,39,55,69,79,97,61,7,98,59,53,90,44,26,42,10,7,37,18,82,74,83,8,13,5,77,5,57,11,0,99,68,12,90,2,14,1,25,21,95,2,85,83,8,53,9,75,55,66,54,2,14,3,84,77,87,95,66,5,6,37,20
Rui Hachimura,LAL,24.7,Forward,726,68,1,97,64,71,96,86,24,63,51,21,45,32,5,4,98,14,14,29,25,14,62,34,67,63,11,13,56,15,14,44,31,61,7,96,31,92,55,73,71,35,64,71,74,29,49,39,40,18,55,50,22,77,35,57,41,14,32,77,32,37,35,48,36,17,15,40,34,34,78,12,48,18,74,47,55,37,94,48,32,89,21,56,96,71,36,26,66,94,85,2,34,15,78,69,88,83,19,29,19,58,14,50,21,47,0
Rui Hachimura,WAS,24.7,Forward,726,57,9,95,23,57,68,97,46,51,53,81,85,43,37,9,61,42,51,40,27,51,58,37,33,34,90,9,19,71,25,15,12,36,8,2,78,4,7,100,98,9,46,83,70,85,70,84,81,40,84,80,26,86,78,42,71,37,38,33,33,45,23,93,52,39,47,35,26,23,10,92,98,99,35,15,13,72,50,62,58,40,46,71,50,64,49,89,38,82,64,68,12,34,48,70,96,91,23,26,21,57,36,76,78,55,0
Tyrese Haliburton,IND,22.7,Combo,1882,66,87,99,39,45,0,53,81,71,73,90,94,94,100,99,56,96,70,8,98,94,58,99,100,32,98,2,91,98,99,87,100,2,83,36,99,86,77,99,99,89,19,95,62,40,6,8,100,99,100,96,89,96,99,90,99,79,91,94,61,65,49,8,43,99,90,90,0,0,13,100,75,100,3,22,5,2,88,1,19,61,20,1,51,1,92,76,69,78,75,76,81,82,62,49,34,36,15,75,60,89,83,97,90,85,99
R.J. Hampton,ORL,21.7,Combo,332,63,76,81,63,34,0,44,76,90,80,78,37,64,17,19,13,50,85,61,40,81,91,11,35,67,20,5,11,28,47,28,31,39,71,28,9,11,49,39,39,72,61,44,57,55,20,22,85,63,88,92,74,86,61,29,67,78,80,87,74,83,26,27,57,57,60,52,37,41,97,38,6,12,27,30,26,37,86,27,80,87,77,26,89,22,55,87,79,8,56,0,24,35,34,71,55,65,70,48,57,65,30,76,85,67,81
R.J. Hampton,DET,21.7,Forward,384,44,60,72,20,29,0,31,8,80,70,16,59,33,39,26,18,40,15,72,9,29,1,84,88,17,61,93,93,90,9,61,81,31,85,32,81,49,94,71,89,12,43,10,21,86,96,98,10,26,30,14,97,30,16,37,43,17,14,92,65,79,29,59,100,34,98,10,71,41,53,57,92,81,13,31,19,89,97,82,97,80,95,41,92,49,37,21,41,67,49,0,39,58,47,64,53,61,31,66,53,16,58,45,70,50,55
Tim Hardaway Jr.,DAL,30.6,Forward,2140,10,35,84,4,28,45,35,49,39,65,43,72,44,46,24,95,81,63,80,95,9,11,84,62,61,79,37,64,69,46,57,71,36,26,77,19,66,46,74,69,44,51,16,30,59,74,75,79,32,73,70,33,72,71,37,61,86,8,66,19,25,34,92,45,58,50,40,83,78,13,42,90,69,16,86,74,45,84,50,86,30,90,19,89,23,46,13,43,52,40,48,76,71,13,38,74,50,63,83,81,5,70,37,59,35,81
James Harden,PHI,33.2,Point,2131,76,54,83,52,80,0,96,83,93,83,54,80,87,100,83,26,71,30,17,28,95,25,94,93,79,52,43,97,19,41,51,69,26,96,38,56,46,15,93,80,74,69,29,55,13,43,23,72,31,63,79,55,79,50,20,37,11,92,93,93,98,30,27,7,32,8,83,34,53,61,89,62,87,22,15,10,70,62,69,82,42,78,53,47,57,65,33,37,85,52,36,79,74,59,37,37,30,17,67,59,43,74,85,85,91,91
Jaden Hardy,DAL,19.3,Combo,641,38,19,30,38,76,0,87,63,47,76,21,76,66,31,11,58,39,57,67,31,40,80,25,36,30,30,77,28,32,65,27,40,24,90,60,18,42,7,34,13,44,80,54,76,30,36,27,78,71,68,83,51,83,56,67,42,67,35,18,13,32,9,61,96,75,96,10,70,39,58,45,66,55,23,57,42,71,37,78,88,94,90,42,28,51,62,12,43,12,16,81,88,90,80,10,46,13,56,57,56,17,90,36,56,22,53
Montrezl Harrell,PHI,28.8,Big,657,64,57,42,75,15,56,59,32,93,71,79,64,73,41,31,53,86,73,67,15,80,67,86,76,89,29,81,97,17,28,15,29,18,26,63,54,65,84,84,90,73,51,39,42,23,47,34,21,49,20,11,36,9,56,43,54,54,81,55,43,52,35,61,68,69,71,27,73,62,35,60,25,44,77,63,73,83,60,81,89,13,85,61,45,55,63,36,55,11,43,0,0,0,85,56,26,45,23,22,19,58,0,82,59,88,0
Gary Harris,ORL,28.1,Wing,1183,45,77,41,31,8,0,33,89,11,42,50,11,88,14,40,82,12,21,30,30,61,51,12,12,71,20,46,31,59,16,8,52,3,3,16,92,48,55,67,66,26,99,59,97,4,10,4,24,9,40,25,6,69,34,41,34,13,61,60,68,58,66,56,53,31,45,17,35,21,48,81,48,72,72,23,32,81,24,86,32,80,35,93,24,95,90,32,17,35,17,82,91,95,19,7,44,15,97,75,94,32,95,31,66,40,59
Joe Harris,BKN,31.2,Forward,1508,18,24,27,10,9,70,19,6,5,5,62,24,90,51,74,72,5,13,9,6,92,55,6,23,0,95,36,1,89,72,99,84,99,89,11,6,5,38,26,25,15,27,15,16,95,94,99,23,61,14,51,92,25,30,56,24,10,93,42,80,80,46,7,82,26,71,12,6,4,49,2,74,8,76,89,92,13,8,12,9,92,13,31,34,28,97,68,21,67,38,90,92,97,10,8,51,15,78,93,92,62,97,5,17,14,0
Kevon Harris,ORL,25.4,Combo,430,49,69,7,99,55,96,44,11,93,81,94,4,52,0,0,18,45,39,77,36,45,2,56,36,3,98,96,41,97,57,69,85,39,65,8,45,10,45,20,21,99,5,6,2,62,20,24,41,27,48,18,50,26,60,30,66,44,20,27,47,37,66,74,94,73,91,84,48,66,15,89,97,98,36,16,13,71,38,82,29,75,40,85,25,90,49,28,6,1,2,0,29,65,94,11,1,1,72,27,36,37,68,31,34,42,39
Tobias Harris,PHI,30.3,Forward,2434,65,61,82,35,84,0,42,97,29,62,66,64,76,71,65,70,75,99,92,97,23,100,2,10,31,7,10,2,11,99,62,36,79,89,1,18,2,10,19,10,18,97,4,79,72,39,54,87,97,87,31,89,5,90,63,94,100,65,1,2,1,48,91,70,100,99,56,28,34,32,17,24,11,98,75,94,16,11,27,70,54,66,8,9,10,78,63,71,79,73,60,69,70,57,76,64,76,55,38,36,79,71,78,53,92,67
Shaquille Harrison,POR,29.1,Combo,113,87,100,9,4,100,0,0,0,100,4,47,49,25,92,97,57,83,95,15,99,97,91,37,87,2,22,74,56,41,66,6,7,35,97,4,88,7,23,95,91,95,0,97,1,64,90,90,78,98,82,96,1,91,70,99,86,44,97,100,100,100,82,14,81,60,73,4,45,16,49,26,91,59,43,49,45,20,52,21,95,4,99,10,56,9,10,6,39,80,60,0,0,0,97,18,56,25,1,26,15,21,0,26,8,71,2
Josh Hart,POR,27.7,Wing,1704,14,61,47,94,98,81,91,20,93,59,85,25,67,81,98,13,35,29,12,54,73,80,54,53,66,61,56,44,50,64,63,72,43,80,16,70,26,42,57,50,51,66,50,64,50,30,31,83,38,83,62,49,55,79,24,78,23,76,17,55,53,55,38,47,88,69,22,3,3,47,56,70,67,54,35,38,38,8,54,63,49,61,28,6,33,62,81,31,21,22,8,15,14,95,45,39,32,44,8,12,83,14,80,74,78,0
Josh Hart,NYK,27.7,Wing,741,83,86,32,97,97,97,50,42,91,78,46,22,98,79,96,7,8,27,36,64,41,30,2,4,31,25,79,3,40,16,54,50,57,18,32,16,19,17,11,8,49,71,54,71,72,19,28,58,16,66,28,4,36,72,17,74,46,26,45,50,58,42,54,65,52,64,65,17,30,20,92,79,93,28,28,24,35,27,34,20,62,20,70,38,64,98,93,16,35,12,100,96,99,94,57,16,31,27,12,14,88,99,82,94,24,0
Isaiah Hartenstein,NYK,24.5,Big,1597,65,79,15,89,61,83,49,26,25,18,92,9,31,44,70,32,73,94,96,97,8,47,21,27,4,54,70,12,74,81,40,59,32,38,50,80,66,13,23,13,19,36,72,53,53,85,82,61,61,51,68,9,79,48,64,33,98,14,14,61,22,95,96,57,80,70,33,93,84,64,33,67,49,59,36,41,18,24,22,15,71,28,29,55,32,33,19,79,35,76,35,0,8,68,75,39,65,59,33,37,38,8,81,92,18,18
Sam Hauser,BOS,24.9,Forward,1169,62,20,49,29,46,92,32,0,3,16,52,20,95,32,53,93,81,53,73,42,40,45,89,90,39,37,75,78,35,62,82,53,89,95,70,22,53,51,87,85,35,33,71,48,79,53,70,76,82,68,73,84,66,74,77,66,57,60,50,57,47,68,89,14,25,12,97,63,91,47,51,34,42,82,51,65,53,55,59,6,65,8,91,58,90,100,96,55,24,31,84,91,92,5,5,20,3,91,94,98,96,92,7,16,16,43
Jaxson Hayes,NOP,22.4,Big,523,62,67,30,30,25,0,22,34,96,33,52,30,68,56,64,39,93,77,65,39,73,75,94,72,97,46,27,90,45,83,93,83,90,70,44,62,52,17,73,49,93,31,21,20,80,11,21,46,73,36,94,92,94,10,56,7,42,59,39,41,34,56,59,63,54,64,33,58,50,67,50,16,30,83,41,57,95,61,93,85,65,67,92,31,91,59,70,52,65,56,0,0,0,75,53,29,43,55,36,38,80,0,23,8,54,18
Killian Hayes,DET,21.3,Point,2131,67,87,9,17,37,61,48,43,22,37,13,50,9,70,72,22,36,72,93,78,7,21,12,9,40,35,90,7,16,40,4,4,35,25,7,17,5,45,46,37,10,82,25,66,11,96,86,88,64,82,57,15,54,86,87,82,78,5,7,41,6,97,87,92,97,98,94,57,83,4,66,96,90,67,60,65,88,20,91,92,90,98,72,26,73,9,30,24,50,26,17,5,2,9,89,93,93,76,28,37,13,2,72,74,83,46
Gordon Hayward,CHA,32.6,Forward,1576,13,47,98,17,33,46,55,61,79,84,77,84,51,89,87,26,0,0,0,84,3,9,22,42,12,28,69,38,39,12,60,46,70,28,97,11,89,71,35,41,4,81,47,74,95,67,88,14,4,12,84,2,78,2,22,1,5,4,1,1,6,2,1,1,20,1,33,9,13,5,72,98,95,92,21,45,1,0,1,3,3,7,1,2,1,38,85,79,78,81,72,17,29,17,93,97,97,10,32,18,47,28,81,15,77,79
Juan Hernangomez,TOR,27.1,Forward,577,22,44,69,58,89,92,82,0,37,10,52,1,11,6,29,38,93,82,86,81,29,34,89,84,33,67,72,90,68,67,35,49,28,31,90,43,78,91,66,84,63,1,60,4,82,93,95,46,77,31,85,33,75,31,93,24,80,16,98,48,48,54,77,47,12,18,34,96,91,59,11,17,7,81,84,89,96,100,94,58,83,46,98,100,99,18,74,85,2,41,12,1,3,74,6,15,8,83,58,70,94,3,38,32,36,0
Willy Hernangomez,NOP,28.4,Big,375,46,64,26,88,97,92,78,85,92,95,17,87,53,65,45,27,99,95,91,7,92,97,97,94,98,38,0,93,18,97,43,75,10,55,100,96,100,87,29,51,33,86,25,72,76,31,46,99,96,98,93,79,95,95,91,96,85,87,98,95,93,77,97,73,3,40,15,92,69,91,26,24,18,94,12,37,59,96,20,97,2,86,11,74,8,24,24,12,11,4,0,0,0,84,46,38,38,28,29,23,21,0,45,38,1,18
